disaster_type,severity,population_affected,rainfall_mm,temperature_c,disaster_duration_days,district,state,latitude,longitude,food_required,medical_required,water_required,clothing_required
Earthquake,4,47336,750.51,10.5,28,South Goa,Goa,15.5586,73.3812,89881,5377,90213,34419
Flood,8,45905,193.2,26.4,13,Khagaria,Bihar,25.8178,85.1138,71110,7903,84267,24737
Fire,4,32632,31.6,35.6,5,Churachandpur,Manipur,24.7365,93.7865,8287,7975,23058,9331
Fire,4,28788,852.3,26.0,8,Cuttack,Odisha,20.743,85.7236,13248,5598,23609,8426
Flood,2,11163,137.55,11.8,15,Devbhoomi Dwarka,Gujarat,23.4549,72.4093,12073,954,16922,4393
Landslide,10,23189,889.41,34.2,22,Ganjam,Odisha,19.7334,86.0808,53575,7234,55135,20919
Cyclone,7,56042,913.61,32.5,28,Kanchipuram,Tamil Nadu,12.9727,80.1873,171616,10131,172545,43520
Tsunami,4,51929,460.7,33.9,4,Pathankot,Punjab,31.8276,75.9025,19382,8889,74091,25413
Cyclone,6,50653,806.78,17.4,1,Baran,Rajasthan,27.0792,75.9147,5614,8124,61142,21786
Flood,3,33685,363.19,37.8,6,Fatehpur,Uttar Pradesh,27.4144,80.9203,15964,4527,44660,14298
Cyclone,7,71839,858.26,26.8,24,Mahe,Puducherry (UT),11.8215,79.9117,169142,11462,203577,60684
Cyclone,6,59104,824.68,28.8,19,Hardoi,Uttar Pradesh,26.6719,81.1113,116256,12087,114068,41631
Flood,3,2538,78.52,29.1,12,Dantewada (South Bastar),Chhattisgarh,20.9158,81.5307,2119,357,3179,1046
Earthquake,4,93195,582.6,20.0,7,Jagtial,Telangana,17.6289,78.7668,52459,14844,100800,52067
Earthquake,10,23312,640.0,18.8,13,Shivpuri,Madhya Pradesh,22.8702,77.5818,37721,6067,47678,22512
Fire,5,50462,0.86,10.2,28,Katni,Madhya Pradesh,23.4569,77.48,91132,7860,74231,21670
Flood,9,72277,979.92,23.9,7,Zunheboto,Nagaland,25.4607,94.2012,71984,15016,187624,47743
Earthquake,6,17083,406.57,27.0,9,Tapi (Vyara),Gujarat,22.9292,71.9711,14631,3383,19838,10934
Flood,4,14126,517.34,36.0,1,Alipurduar,West Bengal,22.3668,88.2153,1233,2294,16575,5158
Fire,7,51098,194.8,12.3,21,Imphal East,Manipur,25.2382,93.8857,81836,14207,65803,23435
Flood,2,55844,610.92,42.3,24,Jaunpur,Uttar Pradesh,26.3844,81.0267,97999,6827,89865,21165
Landslide,4,57113,810.62,19.2,13,Mewat,Haryana,28.8976,76.7679,48358,6932,59701,31882
Fire,5,51139,585.89,22.8,29,Kendrapara,Odisha,20.6867,85.8622,94346,13074,77172,28396
Earthquake,4,49931,788.04,11.7,19,Chethlath,Lakshadweep (UT),10.6843,72.3125,72383,5855,65954,36549
Cyclone,4,85272,731.11,32.9,21,West Singhbhum,Jharkhand,23.0494,85.6872,147510,16030,147788,56599
Flood,9,34703,237.66,34.8,30,Ukhrul,Manipur,24.4237,93.9267,132893,9088,120323,30859
Cyclone,2,77858,435.81,42.5,1,Churachandpur,Manipur,24.8182,93.952,4869,10205,59693,24222
Landslide,6,67813,148.63,21.8,25,Shahdara,Delhi (NCT),29.3557,77.1459,115357,11970,121109,49585
Landslide,8,98552,41.94,19.0,20,Khandwa,Madhya Pradesh,23.1807,76.9712,194661,21815,181638,75376
Flood,8,13205,63.07,35.4,21,Minicoy,Lakshadweep (UT),10.6852,71.9403,28365,3144,33542,10044
Earthquake,7,67282,942.5,34.7,19,Sitamarhi,Bihar,25.4219,84.917,134388,15971,138496,59866
Fire,10,52247,984.54,42.8,30,East Singhbhum,Jharkhand,23.0112,85.2491,151185,26285,124338,33498
Earthquake,4,75500,94.98,17.2,18,Ferozepur,Punjab,31.3303,75.6903,98126,9489,107328,50049
Flood,7,46534,335.19,34.7,28,West Godavari,Andhra Pradesh,17.1836,80.5696,151158,10098,138664,38931
Flood,10,26615,114.42,12.3,30,Bokaro,Jharkhand,23.6145,85.5349,101153,5147,110563,27797
Cyclone,6,89398,834.23,26.8,23,Salem,Tamil Nadu,12.7631,80.542,180935,15385,192348,69761
Landslide,6,58101,496.3,14.2,27,Darrang,Assam,25.7235,91.922,135151,9566,103953,45323
Earthquake,2,58497,621.26,32.9,5,Mahoba,Uttar Pradesh,26.9044,80.4269,18720,7596,47016,24166
Earthquake,8,61515,539.91,31.1,27,Nizamabad,Telangana,17.7464,78.7425,170433,16241,129723,68022
Tsunami,8,17060,710.25,11.7,26,West Jaintia Hills,Meghalaya,25.7006,91.3467,62390,2861,57532,16385
Earthquake,7,93243,319.13,21.2,30,Chhota Udepur,Gujarat,23.1879,72.9239,267203,18282,243822,91927
Landslide,9,81938,137.49,23.8,3,Una,Himachal Pradesh,31.4461,77.4287,23321,18259,109246,42721
Earthquake,8,45878,17.62,18.7,2,Kanpur Nagar,Uttar Pradesh,26.9634,80.3362,8754,9604,53240,28401
Flood,9,31041,445.69,11.4,26,Jajpur,Odisha,20.3523,85.6847,85300,4885,135101,25472
Tsunami,9,96957,907.83,21.2,22,Dadra & Nagar Haveli,Dadra and Nagar Haveli (UT),20.4143,72.8335,312748,27553,355403,104627
Earthquake,6,95949,305.27,37.7,10,West Karbi Anglong,Assam,26.4554,91.7711,75943,18302,134769,60261
Flood,2,41055,195.96,22.6,6,Nellore,Andhra Pradesh,16.86,80.7247,17575,3772,50752,14632
Cyclone,7,78665,926.04,21.3,19,Jodhpur,Rajasthan,26.3434,75.7822,156947,19694,192558,52873
Flood,3,57008,105.45,43.0,29,Bhagalpur,Bihar,25.7562,85.3499,108555,8284,117917,29777
Earthquake,7,64167,51.8,11.5,25,Solapur,Maharashtra,18.4695,73.1781,144712,11584,141313,49659
Landslide,9,55796,879.41,36.9,17,Chandel,Manipur,25.1969,93.8085,93515,16184,123165,46114
Tsunami,10,18529,700.91,26.9,19,Lalitpur,Uttar Pradesh,27.4264,80.9171,58557,6049,62706,19125
Tsunami,10,94148,422.07,43.1,13,Jagtial,Telangana,17.5694,78.9004,149974,35199,277835,57390
Flood,2,76776,752.34,23.8,17,Rajnandgaon,Chhattisgarh,20.6325,81.8252,88570,7140,124518,33931
Cyclone,6,14947,741.44,34.8,23,Kendrapara,Odisha,20.7616,86.0505,30503,2594,35279,10822
Flood,6,47291,40.06,12.4,18,Chamba,Himachal Pradesh,31.0232,76.8664,89774,5674,98897,28789
Landslide,9,34356,676.25,42.5,11,Bengaluru (Bangalore) Rural,Karnataka,12.9343,77.5326,38571,9732,61568,22786
Cyclone,9,28874,640.87,22.1,27,Tonk,Rajasthan,26.2642,76.3087,99166,7081,87596,27186
Earthquake,5,9227,963.78,28.3,28,Latehar,Jharkhand,23.7406,85.3684,19865,1799,20180,7293
Fire,5,28305,966.62,14.8,20,Udupi,Karnataka,12.632,78.2028,36097,6200,41889,10157
Cyclone,9,81263,377.8,43.1,20,Jamnagar,Gujarat,23.5953,72.6494,191141,24449,196983,64605
Cyclone,8,58864,589.84,33.6,30,Rohtas,Bihar,25.8452,84.8678,224889,11212,174611,54196
Tsunami,7,38764,141.36,11.9,13,Bastar,Chhattisgarh,21.5935,81.828,61220,6714,91944,29699
Tsunami,8,56895,66.46,15.4,24,Harda,Madhya Pradesh,23.3347,77.4057,157459,11538,194784,62011
Cyclone,6,32433,432.78,24.0,11,Udhampur,Jammu and Kashmir,34.0714,75.3611,34536,6148,51517,17810
Earthquake,3,36179,689.88,17.6,20,Jalna,Maharashtra,18.8547,73.2622,51701,4111,50511,25693
Tsunami,7,84325,567.76,20.7,19,Mamit,Mizoram,23.7851,92.9672,173232,16656,277193,54203
Flood,8,24359,429.66,44.9,10,Yanam,Puducherry (UT),12.0438,80.1895,28470,7411,59931,11343
Cyclone,8,26671,818.11,33.1,28,Upper Siang,Arunachal Pradesh,27.5853,93.825,84079,5728,79506,25138
Flood,1,51219,794.43,42.3,3,Farrukhabad,Uttar Pradesh,26.566,81.4252,11343,6145,55752,15916
Earthquake,7,8109,731.94,25.3,21,Gariyaband,Chhattisgarh,21.1511,81.9017,16611,1775,17746,7563
Flood,3,61929,77.03,34.9,6,Pondicherry,Puducherry (UT),11.4547,79.7329,31990,8025,87186,21678
Cyclone,2,38330,796.47,26.1,7,Parbhani,Maharashtra,19.2781,73.0732,16994,5329,43176,17658
Flood,2,56149,919.42,21.5,29,Tonk,Rajasthan,26.5452,75.8672,125462,5507,148654,28442
Earthquake,8,36598,59.44,28.2,21,Gopalganj,Bihar,25.7159,85.0763,66535,7558,85452,33095
Tsunami,9,28920,401.67,25.0,23,Jayashankar Bhoopalpally,Telangana,17.2567,78.687,95535,7638,98397,28666
Landslide,3,40415,988.36,44.3,20,Panchmahal (Godhra),Gujarat,22.3488,72.4322,49920,7307,57952,22875
Landslide,3,95118,599.24,27.4,5,West Godavari,Andhra Pradesh,17.1472,80.85,28477,13442,73950,32823
Earthquake,6,32895,513.58,38.4,22,Raigarh,Chhattisgarh,21.2608,82.0595,67234,6771,68247,24919
Flood,10,85511,177.45,33.3,9,Khowai,Tripura,23.3543,91.0306,108449,23605,242882,56478
Flood,1,39291,565.49,26.8,22,Nawada,Bihar,26.1151,85.3154,55946,2826,55118,16511
Tsunami,6,54553,439.04,26.6,10,Farrukhabad,Uttar Pradesh,26.4794,81.0922,69355,12614,120093,36483
Cyclone,3,12553,127.44,22.0,14,Ariyalur,Tamil Nadu,13.1276,80.1609,12455,1650,17067,5687
Flood,4,50425,464.33,13.7,11,Rajsamand,Rajasthan,26.7637,76.1206,49555,4529,89256,21684
Fire,9,49590,164.4,36.7,17,Ghazipur,Uttar Pradesh,26.8215,81.0032,74027,18802,69951,25310
Cyclone,3,74896,730.66,42.1,28,Tuensang,Nagaland,25.6239,94.4692,165409,13508,136393,55993
Cyclone,1,50093,973.65,17.6,11,Osmanabad,Maharashtra,19.4118,72.4495,33442,4163,52702,19418
Tsunami,3,45806,469.58,42.4,7,Kaushambi,Uttar Pradesh,27.1632,81.0648,25028,7856,62161,17074
Landslide,7,42917,632.37,18.1,30,Dhemaji,Assam,26.1736,91.7349,115652,9078,89623,38481
Cyclone,7,64644,430.98,28.6,11,Lohardaga,Jharkhand,22.9176,84.9565,64019,12890,127793,41834
Tsunami,5,91534,138.45,22.0,13,Rajnandgaon,Chhattisgarh,20.571,81.8866,126333,12197,169052,59158
Fire,1,55810,970.56,14.0,27,Nalbari,Assam,25.9736,91.1704,74858,7673,54765,15686
Fire,8,50899,129.58,11.8,19,Hardoi,Uttar Pradesh,26.5928,81.0144,74571,13078,93707,22759
Flood,10,61064,111.63,22.8,6,Kendujhar (Keonjhar),Odisha,20.2881,85.3041,46160,13731,148398,34936
Flood,8,53778,459.17,11.7,2,Shivamogga (Shimoga),Karnataka,13.1388,78.1401,10859,8786,95823,28463
Earthquake,10,71250,658.89,13.6,14,Dausa,Rajasthan,27.0532,75.7668,116450,14964,161214,72579
Landslide,10,97479,354.92,15.0,28,Kendujhar (Keonjhar),Odisha,20.2247,85.4829,291288,19797,262622,103304
Earthquake,10,60538,192.52,10.1,16,Mandsaur,Madhya Pradesh,22.7996,77.1088,111486,12120,113097,58678
Flood,2,77323,818.96,15.4,7,Basti,Uttar Pradesh,26.3574,80.9256,40438,6284,98132,24603
Flood,10,62026,363.1,30.2,1,Kolhapur,Maharashtra,19.3119,72.7389,8179,17738,132344,29968
Landslide,3,3901,194.32,38.7,29,Saharanpur,Uttar Pradesh,27.164,81.2437,7176,658,5569,2155
Flood,4,41148,365.08,16.8,2,Latehar,Jharkhand,23.4112,84.8472,6548,5198,54213,14498
Earthquake,1,40244,214.55,12.8,9,Lakhimpur,Assam,26.3521,92.453,17311,3225,31764,16463
Flood,4,94578,519.45,35.5,25,Jharsuguda,Odisha,20.4945,86.3973,184601,12120,233933,55559
Flood,5,10248,668.29,10.3,23,Deogarh,Odisha,19.7755,85.8028,21680,1407,23456,6183
Fire,3,82919,799.56,35.7,18,Katihar,Bihar,25.0855,85.3114,76434,17786,89242,24037
Fire,10,19961,227.56,14.6,21,Sheikhpura,Bihar,25.1841,85.1727,31520,7460,42987,10997
Cyclone,2,61817,166.95,18.0,20,South Goa,Goa,15.575,73.6889,73905,7139,81261,29001
Flood,6,22580,19.6,14.2,18,Damoh,Madhya Pradesh,23.2908,77.0624,42847,3115,49846,16869
Landslide,8,18737,228.09,18.7,18,Bhavnagar,Gujarat,23.1337,72.5351,31059,2908,36696,15180
Flood,7,44721,23.91,37.9,10,Jhajjar,Haryana,28.6749,76.1091,50191,9744,96946,20875
Earthquake,1,60404,345.47,14.6,8,Kapurthala,Punjab,30.7053,75.4461,26364,4212,49968,27079
Tsunami,4,47531,145.69,44.8,21,Bagalkot,Karnataka,12.8337,77.8615,88391,8874,101165,32031
Flood,3,89021,579.9,21.4,8,Jamui,Bihar,25.2786,84.8455,55772,9859,129900,33962
Tsunami,6,56272,383.73,42.3,2,Thane,Maharashtra,19.5235,72.937,11720,15067,104423,27302
Flood,9,25537,93.59,16.7,18,North Tripura,Tripura,23.873,91.7252,57820,5114,68168,19588
Earthquake,9,8249,399.87,16.6,11,Seraikela-Kharsawan,Jharkhand,23.4719,86.0645,11989,2017,13139,6147
Cyclone,7,14771,209.35,29.8,11,Bageshwar,Uttarakhand,30.2844,77.6306,14620,2894,27876,10395
Tsunami,9,23219,680.18,11.8,19,Karur,Tamil Nadu,13.3876,80.0862,66955,5580,81498,24057
Cyclone,8,46217,364.44,38.0,11,Sitamarhi,Bihar,25.1356,84.6701,53269,12850,86581,28302
Cyclone,5,99417,147.03,25.4,10,Shajapur,Madhya Pradesh,23.2211,77.6861,94591,17408,133659,58913
Tsunami,9,16379,349.6,34.5,8,Jalgaon,Maharashtra,18.6601,72.8285,18372,5288,39370,12415
Earthquake,7,68935,224.38,16.1,15,Doda,Jammu and Kashmir,34.1873,74.3119,90986,13172,127924,43864
Earthquake,5,99910,795.78,32.5,8,East Garo Hills,Meghalaya,25.5837,91.7524,65188,15519,138513,69565
Cyclone,8,4903,983.37,30.8,19,Korea (Koriya),Chhattisgarh,21.0386,81.0152,11424,1127,12941,3698
Fire,7,82997,25.49,36.4,1,East Khasi Hills,Meghalaya,25.1807,91.7853,6970,31204,65602,23558
Flood,9,60905,690.02,20.4,23,Pulwama,Jammu and Kashmir,34.7403,74.2835,194798,13299,164862,53574
Flood,10,18301,263.96,42.7,20,Saharanpur,Uttar Pradesh,27.2324,81.5188,47102,5844,62860,15150
Earthquake,1,28734,66.41,43.6,3,Sonitpur,Assam,25.5547,91.5166,4562,3304,18503,10803
Cyclone,9,14860,14.35,40.4,21,Barnala,Punjab,31.4667,75.3978,39754,3971,37204,13921
Tsunami,7,10926,881.01,30.0,12,Aligarh,Uttar Pradesh,26.9017,80.6184,16986,2395,33290,8456
Landslide,1,86921,353.61,24.7,16,Bankura,West Bengal,22.4102,88.2002,65550,6623,69441,36951
Fire,1,45875,994.54,12.0,22,Virudhunagar,Tamil Nadu,12.7557,80.5196,40743,5657,46381,12477
Landslide,5,74776,442.38,43.2,16,Yanam,Puducherry (UT),12.4586,80.0353,96056,13160,111516,44651
Fire,8,6898,187.6,43.3,30,Dungarpur,Rajasthan,26.7869,75.9379,16524,2806,13105,3467
Flood,9,66203,777.14,10.7,17,Bharuch,Gujarat,23.1128,72.5121,139820,11802,175453,50386
Fire,6,77260,926.49,22.5,28,Nawada,Bihar,25.9909,85.2111,171152,23450,152821,33171
Flood,10,77851,815.62,40.8,28,Jodhpur,Rajasthan,26.3277,75.616,325419,27857,328401,63823
Cyclone,8,73602,745.2,12.8,16,Boudh,Odisha,20.0308,85.7581,123757,13272,199824,60391
Landslide,6,51510,334.7,16.9,9,Sangareddy,Telangana,16.8897,78.5208,34214,8850,64664,27255
Earthquake,6,40988,64.49,44.3,22,Budaun,Uttar Pradesh,26.4264,81.1372,79288,9304,83255,36362
Landslide,4,49147,201.3,39.7,19,Barmer,Rajasthan,26.9195,75.8638,66862,7783,56103,29999
Flood,5,95389,446.81,41.9,1,Ambala,Haryana,28.8311,76.4419,8829,19841,111372,32900
Earthquake,2,46055,956.2,15.0,29,Nagpur,Maharashtra,18.6311,73.3929,82314,4697,67836,31465
Flood,3,2082,722.85,17.4,25,Virudhunagar,Tamil Nadu,12.8249,80.7775,3975,237,3604,1303
Earthquake,3,33964,828.28,31.2,18,Chandel,Manipur,25.2372,93.859,46396,5258,47325,23184
Fire,5,79218,277.29,27.6,30,Giridih,Jharkhand,23.1248,85.3962,161957,22020,112455,34827
Earthquake,5,85590,683.82,20.4,26,Nagarkurnool,Telangana,17.7025,78.8186,166739,13238,177677,75179
Cyclone,6,39365,862.44,40.9,6,Hamirpur,Uttar Pradesh,26.9943,81.2135,26507,9899,49710,20424
Flood,5,46413,479.41,41.5,6,Etah,Uttar Pradesh,26.6832,80.9319,33887,8470,81501,21431
Flood,6,44450,429.89,20.2,12,Mayurbanj,Odisha,20.1663,86.3248,47052,6167,92471,23613
Earthquake,8,15478,719.4,15.5,3,North Garo Hills,Meghalaya,25.7422,92.2348,4952,3175,23066,9614
Tsunami,2,69915,559.91,15.2,11,Tinsukia,Assam,26.3103,90.9764,51808,8301,97171,29833
Flood,4,28024,993.17,27.0,6,YSR Kadapa,Andhra Pradesh,16.1393,79.882,15014,3719,36774,11831
Fire,6,82693,425.1,14.7,14,Shimla,Himachal Pradesh,31.0644,77.77,72864,16560,111779,29035
Landslide,5,7412,175.94,26.6,18,Dhanbad,Jharkhand,23.6494,85.5238,10621,1252,11145,4888
Earthquake,1,30453,471.94,26.2,16,Jalandhar,Punjab,31.2732,75.4603,25058,2551,31192,13075
Fire,9,86550,235.2,40.9,24,Shimla,Himachal Pradesh,31.115,77.8823,194409,35136,162865,42932
Landslide,3,16292,561.25,20.4,13,Shahjahanpur,Uttar Pradesh,27.246,80.9383,13152,1999,20238,8129
Cyclone,2,17550,125.8,29.6,1,Indore,Madhya Pradesh,23.1008,77.5616,1260,1424,16289,6068
Cyclone,9,5532,949.98,36.0,6,Panchmahal (Godhra),Gujarat,22.7796,72.5763,3702,1483,12115,3257
Flood,7,57325,859.82,30.9,14,Kaushambi,Uttar Pradesh,27.3011,81.3337,76604,11256,125447,37017
Tsunami,5,96648,155.57,43.4,17,Jamnagar,Gujarat,23.5026,72.0843,155951,25223,214729,71975
Landslide,6,99091,172.39,31.1,25,Kandhamal,Odisha,19.9205,85.4819,185792,19149,166923,66616
Fire,4,78811,512.44,41.6,13,Moga,Punjab,31.2477,75.8124,54132,25870,68230,24169
Flood,1,65704,772.88,18.6,13,Unnao,Uttar Pradesh,26.5192,81.3052,56915,5785,81941,21784
Cyclone,4,10395,219.08,29.6,9,Ratnagiri,Maharashtra,19.449,72.5725,7566,1678,14552,5047
Flood,9,6874,60.97,29.0,6,Bankura,West Bengal,22.6864,88.4325,5611,1613,13644,3622
Flood,1,12290,545.53,44.6,6,Amini,Lakshadweep (UT),10.7265,72.6069,5035,1356,11619,3657
Earthquake,10,31386,691.6,17.2,25,Ambala,Haryana,29.3309,76.4383,88596,7431,85849,37641
Tsunami,3,76425,244.37,14.9,30,Allahabad,Uttar Pradesh,26.915,80.8906,173064,7784,212035,60774
Landslide,5,94550,739.77,31.4,5,Barmer,Rajasthan,26.6544,75.6434,30666,17838,105356,47335
Fire,7,97580,950.64,17.8,25,Darjeeling,West Bengal,22.5665,88.3011,194036,27706,165152,48236
Flood,9,72527,137.07,32.4,21,Cuddalore,Tamil Nadu,13.3434,80.3725,185427,17570,260192,45100
Cyclone,6,87613,511.03,44.0,14,Theni,Tamil Nadu,12.8703,80.5851,121204,23801,162605,55765
Cyclone,3,64114,56.84,43.1,14,Tehri Garhwal,Uttarakhand,29.603,78.3674,54630,9847,75400,35698
Fire,7,95987,206.66,18.1,4,Nizamabad,Telangana,17.606,78.4825,29245,23367,86813,29614
Landslide,4,75952,89.82,16.0,2,Kulgam,Jammu and Kashmir,33.6734,74.6943,10223,9125,55638,31785
Cyclone,3,55356,404.01,29.6,2,Mamit,Mizoram,23.46,92.7813,7601,8183,50665,23729
Cyclone,7,98843,820.83,30.5,29,East Khasi Hills,Meghalaya,25.3595,91.6155,318976,22490,282902,75393
Flood,7,58730,577.13,33.2,17,Madurai,Tamil Nadu,13.6687,80.1079,110406,12222,155384,38615
Cyclone,4,91290,222.58,36.0,10,Upper Subansiri,Arunachal Pradesh,26.7494,93.3894,78465,13148,113541,48361
Earthquake,7,62871,40.11,31.0,14,Madurai,Tamil Nadu,13.219,80.2457,88855,15085,107101,56585
Flood,2,51815,553.4,13.9,19,Satara,Maharashtra,19.3578,73.1263,70388,4216,96841,22021
Earthquake,1,7566,132.8,37.7,17,Udham Singh Nagar,Uttarakhand,30.6518,78.2011,7048,830,6593,4493
Landslide,2,17737,342.73,12.8,29,West Champaran,Bihar,26.292,85.8171,24672,1615,25693,10261
Earthquake,4,68845,510.19,10.7,22,Kaithal,Haryana,29.0423,75.5733,107809,6921,111044,52248
Flood,8,36417,903.73,36.9,30,Papum Pare,Arunachal Pradesh,27.5484,93.5861,140279,9055,137947,29973
Flood,3,49866,81.82,29.2,11,Kabirdham (Kawardha),Chhattisgarh,21.1232,81.9649,40205,5375,75230,24257
Earthquake,10,3178,668.61,34.5,29,Pune,Maharashtra,19.1245,72.5211,10575,963,10056,3462
Cyclone,6,27399,14.08,23.4,7,South Garo Hills,Meghalaya,25.4773,92.2422,16150,4576,40612,15256
Cyclone,6,3643,629.91,10.4,9,Raipur,Chhattisgarh,21.8078,81.2191,3619,534,5554,2313
Earthquake,9,94727,551.53,21.6,14,Rajnandgaon,Chhattisgarh,20.806,81.8874,133623,23287,173590,98359
Earthquake,9,51152,811.87,31.3,23,Vellore,Tamil Nadu,13.389,80.9731,139640,11797,106418,47414
Fire,4,94583,531.66,17.9,4,Ramanathapuram,Tamil Nadu,13.1914,80.1814,22023,24870,73955,26124
Cyclone,9,22164,352.62,34.1,14,Anjaw,Arunachal Pradesh,26.7889,93.5231,38036,5417,45990,16304
Landslide,6,72387,242.75,37.8,20,Samastipur,Bihar,26.0612,85.8723,107032,16516,111899,52628
Cyclone,2,80542,85.25,25.9,24,Visakhapatnam,Andhra Pradesh,16.5429,80.3599,118203,9637,113152,43451
Flood,10,83732,534.61,40.7,20,Dhanbad,Jharkhand,23.3282,85.5296,236743,27684,255412,72615
Earthquake,6,14525,888.32,39.9,17,Rajouri,Jammu and Kashmir,33.3514,74.8215,23567,3054,29584,10854
Earthquake,2,51581,514.74,40.7,25,Mysuru (Mysore),Karnataka,12.9543,78.302,83006,6393,67063,38032
Tsunami,8,77447,739.1,33.1,19,Murshidabad,West Bengal,22.6875,89.0511,195132,23106,257837,65347
Fire,4,83214,298.43,20.7,30,Rewari,Haryana,28.8224,75.3954,160817,18132,124330,30590
Landslide,5,72417,448.13,26.8,17,Gopalganj,Bihar,25.8845,85.218,91712,12978,86927,43705
Landslide,8,86926,324.6,34.9,25,Panchmahal (Godhra),Gujarat,22.6868,72.9366,195073,24618,180887,63767
Earthquake,8,50630,109.27,17.4,27,Kendujhar (Keonjhar),Odisha,20.5159,85.3492,142819,9975,127906,51064
Earthquake,6,81199,416.99,35.9,27,Jogulamba Gadwal,Telangana,17.6641,78.2649,192564,17398,154704,95678
Earthquake,4,25988,764.29,29.2,14,Tamenglong,Manipur,24.3851,93.2762,28096,4648,36405,17066
Tsunami,1,27591,394.97,13.4,13,Zunheboto,Nagaland,25.4421,94.4023,22114,2359,32093,12745
Fire,7,32452,650.18,29.5,26,Madhepura,Bihar,25.7255,85.2414,62908,9478,59587,13755
Flood,8,21776,758.62,12.3,14,Sitamarhi,Bihar,25.4263,84.5259,38745,3383,55325,10844
Fire,9,65936,322.74,10.5,26,Prakasam,Andhra Pradesh,15.9101,80.5711,139140,18462,130358,32759
Flood,2,37563,797.51,41.1,16,Rewari,Haryana,28.8666,75.8281,43968,4864,65948,15072
Cyclone,1,49090,338.93,27.1,21,Tarn Taran,Punjab,31.6405,75.9969,49903,5061,62595,22332
Flood,4,86644,256.11,29.0,28,Madhepura,Bihar,26.1205,84.8944,238568,15126,193320,49879
Fire,5,63727,222.45,19.8,15,Dhemaji,Assam,26.1524,92.181,64882,14213,73447,18853
Landslide,10,20321,199.9,29.0,30,Mumbai Suburban,Maharashtra,19.175,72.7654,59946,4684,56108,19315
Cyclone,1,94970,737.12,15.9,25,Pauri Garhwal,Uttarakhand,29.9428,77.68,157691,6545,144600,41798
Flood,5,85937,887.51,36.1,19,Lunglei,Mizoram,23.4055,92.4808,150228,14972,206985,49294
Cyclone,6,72943,230.65,38.8,22,Imphal West,Manipur,24.9041,93.7329,143007,15709,155807,48631
Fire,3,51413,85.24,40.0,11,Yanam,Puducherry (UT),12.4864,79.9486,30981,12429,43335,13923
Cyclone,7,29351,313.77,13.7,12,Hathras,Uttar Pradesh,27.3504,81.3917,38408,6240,57939,19716
Cyclone,6,46686,657.85,29.5,11,Papum Pare,Arunachal Pradesh,27.2788,93.718,47630,9769,105105,24733
Flood,4,99793,368.52,38.3,28,Budaun,Uttar Pradesh,26.7682,81.2488,249891,15930,275628,54043
Earthquake,3,74518,549.18,14.5,23,North Goa,Goa,15.4537,73.8587,118458,9127,108766,53680
Cyclone,5,53984,744.3,13.5,5,Hassan,Karnataka,13.1578,77.5776,24311,6463,71307,23526
Fire,3,52720,408.48,38.6,28,Rajouri,Jammu and Kashmir,33.5778,74.5963,76721,12311,59673,18724
Flood,10,10140,999.69,37.9,8,Umaria,Madhya Pradesh,22.9385,77.2055,12381,2413,23517,5709
Fire,9,71777,297.95,25.7,26,Kupwara,Jammu and Kashmir,34.2398,74.845,136375,29440,141849,43452
Flood,9,45978,978.25,13.8,6,Etawah,Uttar Pradesh,26.9504,80.9171,37420,7611,87258,28969
Earthquake,6,6069,203.03,28.1,16,Mamit,Mizoram,23.5627,93.3056,7829,1263,11436,4150
Cyclone,6,13262,110.93,23.8,12,Solapur,Maharashtra,18.3925,72.9346,14531,2553,20217,7223
Fire,4,65535,750.83,28.1,6,Lahaul & Spiti,Himachal Pradesh,31.7021,77.1142,22997,17548,60793,14700
Tsunami,4,74767,702.31,25.4,13,Palghar,Maharashtra,18.3772,73.1609,84206,11019,142238,46230
Landslide,2,5137,811.17,29.9,7,Nawanshahr (Shahid Bhagat Singh Nagar),Punjab,31.0263,75.5651,1917,611,4433,2055
Earthquake,10,60626,343.59,35.4,8,North Sikkim,Sikkim,27.4404,88.3091,52735,19434,95035,53758
Earthquake,4,88014,930.81,37.1,12,Thanjavur,Tamil Nadu,12.483,80.1623,79770,15938,122379,64783
Landslide,8,14793,119.48,32.7,29,Gurdaspur,Punjab,31.2717,75.4403,38166,3718,33765,12801
Fire,10,92262,30.28,17.0,2,Longleng,Nagaland,25.9708,94.0715,17492,33504,115454,27130
Flood,2,59190,300.56,23.9,23,Simdega,Jharkhand,23.372,84.7389,106032,5665,90214,31535
Landslide,9,2551,797.32,12.5,9,Raisen,Madhya Pradesh,22.8518,77.1178,2342,467,3771,1451
Cyclone,1,65660,672.98,25.8,13,Ratlam,Madhya Pradesh,23.5094,77.1979,46088,5685,61854,24151
Flood,2,6062,436.21,44.0,17,Hanumangarh,Rajasthan,27.0852,75.6207,7721,761,7606,3024
Cyclone,2,97051,256.25,32.5,13,Ashoknagar,Madhya Pradesh,23.3989,77.3832,82457,10806,101180,34350
Cyclone,6,89652,59.27,15.4,16,East Delhi,Delhi (NCT),28.8492,77.018,121094,13710,148223,65843
Earthquake,7,16544,337.51,19.4,28,Kanchipuram,Tamil Nadu,12.8004,80.0555,43454,3074,37814,17217
Flood,3,40543,460.02,12.3,1,Rudraprayag,Uttarakhand,30.3922,77.4408,3370,4583,43937,12376
